Gene_Tag	ME	Syn	PA	Sites	Codons
Rv2846c	21	9	12	20	20
Rv2847c	13	3	10	13	13
Rv2848c	13	2	11	13	13
Rv2849c	6	0	6	6	5
Rv2850c	36	12	24	36	36
Rv2851c	4	2	2	4	4
Rv2854	14	4	10	14	14
Rv2855	16	8	8	16	16
Rv2856	12	3	9	12	12
Rv2857c	13	3	10	13	13
Rv2858c	21	7	14	21	20
Rv2860c	16	5	11	16	16
Rv2861c	8	5	3	8	8
Rv2862c	7	3	4	7	7
Rv2862A	7	1	6	5	5
Rv2863	7	3	4	7	7
Rv2864c	18	12	6	18	18
Rv2865	4	1	3	4	4
Rv2866	5	2	3	5	5
Rv2867c	13	1	12	13	13
Rv2868c	10	2	8	10	10
Rv2869c	20	5	15	20	19
Rv2871	2	0	2	2	2
Rv2872	6	2	4	6	6
Rv2873	3	2	1	3	3
Rv2874	32	12	20	32	32
Rv2875	3	2	1	3	3
Rv2876	10	3	7	10	9
Rv2877c	13	4	9	13	12
Rv2878c	6	1	5	6	6
Rv2881c	16	7	9	16	16
Rv2882c	11	4	7	11	11
Rv2883c	6	3	3	6	6
Rv2884	7	4	3	7	7
Rv2887	5	0	5	5	5
Rv2888c	23	8	15	23	21
Rv2889c	11	4	7	11	11
Rv2890c	9	1	8	9	9
Rv2893	17	7	10	17	17
Rv2894c	19	6	13	18	18
Rv2895c	12	3	9	12	12
Rv2896c	17	8	9	17	17
Rv2897c	39	13	26	39	38
Rv2898c	10	4	6	9	8
Rv2899c	11	5	6	11	11
Rv2900c	29	8	21	29	29
Rv2901c	3	2	1	3	3
Rv2902c	12	6	6	12	12
Rv2903c	10	2	8	10	10
Rv2904c	3	2	1	3	3
Rv2905	14	5	9	14	13
Rv2906c	6	3	3	6	6
Rv2907c	8	3	5	8	8
Rv2908c	4	2	2	4	4
Rv2909c	7	1	6	7	7
Rv2910c	11	3	8	11	9
Rv2911	11	1	10	11	10
Rv2912c	4	2	2	4	4
Rv2913c	31	12	19	30	28
Rv2914c	25	9	16	25	25
Rv2915c	21	9	12	21	21
Rv2916c	17	6	11	17	17
Rv2917	34	10	24	33	33
Rv2918c	42	14	28	42	42
Rv2919c	5	2	3	4	3
Rv2920c	29	11	18	29	26
Rv2921c	15	3	12	15	15
Rv2922c	36	11	25	36	36
Rv2922A	5	2	3	5	4
Rv2923c	5	1	4	5	5
Rv2924c	10	4	6	10	9
Rv2925c	11	10	1	10	10
Rv2926c	12	4	8	12	11
Rv2927c	8	1	7	8	8
Rv2928	14	3	11	14	14
Rv2929	5	2	3	5	5
Rv2930	20	9	11	20	19
Rv2931	94	51	43	79	77
Rv2932	48	27	21	40	40
Rv2933	81	38	43	81	81
Rv2934	82	30	52	79	78
Rv2935	77	36	41	76	75
Rv2936	8	1	7	8	8
Rv2937	8	4	4	8	8
Rv2938	9	5	4	9	9
Rv2939	15	3	12	14	14
Rv2940c	82	24	58	82	82
Rv2941	24	12	12	24	24
Rv2942	37	15	22	37	37
Rv2945c	12	3	9	11	11
Rv2946c	86	31	55	84	83
Rv2947c	37	12	25	30	30
Rv2948c	38	8	30	38	37
Rv2949c	16	4	12	16	15
Rv2950c	42	5	37	42	42
Rv2951c	16	5	11	16	16
Rv2952	15	6	9	15	15
Rv2953	20	10	10	20	18
Rv2954c	17	5	12	17	16
Rv2955c	17	6	11	17	17
Rv2956	22	4	18	21	20
Rv2957	16	4	12	16	14
Rv2958c	22	7	15	21	21
Rv2959c	11	3	8	11	11
Rv2960c	4	1	3	4	4
Rv2962c	53	20	33	52	44
Rv2963	18	2	16	18	18
Rv2964	12	7	5	12	12
Rv2966c	4	0	4	4	4
Rv2968c	2	2	0	2	2
Rv2969c	10	4	6	10	10
Rv2970c	13	5	8	13	13
Rv2971	6	2	4	6	6
Rv2972c	8	3	5	8	7
Rv2973c	15	7	8	15	15
Rv2974c	30	8	22	30	29
Rv2975c	2	1	1	2	2
Rv2975a	3	0	3	3	3
Rv2976c	9	4	5	8	8
Rv2980	9	5	4	9	9
Rv2981c	15	7	8	15	15
Rv2982c	17	7	10	17	17
Rv2983	11	4	7	11	11
Rv2984	21	13	8	20	20
Rv2985	16	5	11	15	15
Rv2986c	4	2	2	4	3
Rv2987c	3	2	1	3	3
Rv2988c	18	8	10	18	17
Rv2989	13	7	6	13	13
Rv2990c	16	8	8	16	16
Rv2991	6	1	5	6	6
Rv2992c	23	8	15	23	23
Rv2993c	12	2	10	12	12
Rv2994	27	5	22	27	26
Rv2995c	18	9	9	17	16
Rv2996c	24	11	13	24	24
Rv2997	18	6	12	18	18
Rv2998	7	1	6	7	7
Rv2999	22	7	15	22	22
Rv3000	10	4	6	10	10
Rv3001c	6	4	2	6	6
Rv3002c	5	0	5	5	5
Rv3003c	18	5	13	17	16
Rv3004	4	2	2	4	4
Rv3005c	7	3	4	7	7
Rv3006	13	5	8	13	13
Rv3007c	14	2	12	14	12
Rv3008	14	2	12	14	14
Rv3009c	15	6	9	15	15
Rv3010c	11	3	8	11	11
Rv3011c	21	9	12	21	21
Rv3012c	4	2	2	4	4
Rv3013	6	3	3	6	6
Rv3014c	22	8	14	22	22
Rv3015c	18	6	12	18	18
Rv3016	12	3	9	10	10
Rv3017c	7	2	5	6	6
Rv3024c	14	7	7	14	14
Rv3025c	15	10	5	15	15
Rv3026c	17	6	11	17	17
Rv3027c	13	4	9	13	13
Rv3028c	12	4	8	12	12
Rv3029c	7	3	4	7	7
Rv3030	15	5	10	15	15
Rv3031	19	7	12	19	19
Rv3032	16	10	6	16	16
Rv3032A	10	3	7	10	10
Rv3033	5	0	5	5	5
Rv3034c	12	7	5	11	11
Rv3035	15	9	6	14	14
Rv3036c	7	2	5	7	7
Rv3037c	22	7	15	22	21
Rv3038c	10	5	5	10	10
Rv3039c	10	5	5	10	10
Rv3040c	4	1	3	4	4
Rv3041c	9	4	5	9	9
Rv3042c	13	6	7	12	12
Rv3043c	20	10	10	19	19
Rv3044	27	8	19	27	27
Rv3045	17	6	11	17	17
Rv3046c	6	2	4	6	6
Rv3047c	10	2	8	10	9
Rv3048c	9	6	3	9	9
Rv3049c	15	8	7	15	15
Rv3050c	12	4	8	12	12
Rv3051c	21	12	9	21	21
Rv3052c	4	2	2	4	4
Rv3053c	4	3	1	4	4
Rv3054c	8	3	5	8	8
Rv3055	3	0	3	3	3
Rv3056	16	6	10	16	16
Rv3057c	24	6	18	23	21
Rv3058c	5	1	4	5	5
Rv3059	13	4	9	13	13
Rv3060c	30	11	19	29	29
Rv3061c	37	11	26	36	35
Rv3062	31	7	24	31	31
Rv3063	35	14	21	35	34
Rv3064c	13	5	8	12	12
Rv3065	5	1	4	5	5
Rv3066	8	1	7	7	7
Rv3067	3	1	2	3	3
Rv3068c	26	9	17	26	26
Rv3069	5	1	4	5	5
Rv3070	6	1	5	6	6
Rv3071	25	8	17	25	25
Rv3072c	8	4	4	8	8
Rv3073c	6	2	4	5	5
Rv3074	22	6	16	22	21
Rv3075c	11	6	5	10	10
Rv3076	10	3	7	10	10
Rv3077	35	11	24	35	35
Rv3078	7	3	4	7	5
Rv3079c	11	0	11	11	11
Rv3080c	56	19	37	54	54
Rv3081	27	7	20	23	22
Rv3082c	15	5	10	15	15
Rv3085	7	1	6	7	7
Rv3086	11	0	11	11	9
Rv3087	35	11	24	33	32
Rv3088	21	8	13	21	21
Rv3089	25	8	17	24	24
Rv3090	13	2	11	12	12
Rv3091	26	12	14	26	26
Rv3092c	22	4	18	22	22
Rv3093c	12	3	9	12	12
Rv3094c	17	7	10	17	17
Rv3095	7	6	1	7	6
Rv3096	20	7	13	20	20
Rv3098c	11	3	8	11	11
Rv3098A	4	1	3	4	4
Rv3099c	25	8	17	24	24
Rv3100c	5	3	2	5	5
Rv3101c	12	3	9	12	12
Rv3102c	6	3	3	6	6
Rv3103c	9	3	6	9	9
Rv3104c	17	10	7	17	17
Rv3105c	15	6	9	14	14
Rv3106	19	7	12	19	19
Rv3107c	22	6	16	22	22
Rv3108	10	3	7	10	10
Rv3109	28	7	21	27	26
Rv3110	2	1	1	2	2
Rv3111	13	3	10	13	13
Rv3112	6	1	5	6	6
Rv3113	13	0	13	13	13
Rv3114	6	1	5	6	6
Rv3116	20	7	13	20	20
Rv3118	1	0	1	1	1
Rv3119	10	2	8	10	10
Rv3120	6	2	4	6	6
Rv3121	23	5	18	22	22
Rv3122	5	0	5	4	4
Rv3123	3	0	3	3	3
Rv3124	8	3	5	8	8
Rv3126c	6	1	5	6	6
Rv3127	17	5	12	17	17
Rv3130c	27	15	12	26	25
Rv3131	10	5	5	10	9
Rv3132c	41	16	25	41	40
Rv3133c	4	4	0	4	4
Rv3134c	18	6	12	17	16
Rv3136A	9	0	9	9	9
Rv3137	12	4	8	12	12
Rv3138	12	3	9	12	12
Rv3139	20	10	10	20	19
Rv3140	14	3	11	14	14
Rv3141	11	4	7	11	11
Rv3142c	7	0	7	7	7
Rv3143	4	3	1	4	4
Rv3145	3	1	2	3	3
Rv3146	8	2	6	8	8
Rv3147	6	2	4	6	6
Rv3148	14	4	10	14	14
Rv3149	12	6	6	11	11
Rv3150	16	3	13	16	16
Rv3151	35	17	18	34	34
Rv3152	13	6	7	13	13
Rv3153	12	3	9	12	12
Rv3154	8	4	4	8	8
Rv3155	4	3	1	4	4
Rv3156	19	7	12	19	18
Rv3157	26	10	16	26	25
Rv3158	19	11	8	19	19
Rv3160c	6	3	3	6	6
Rv3161c	33	8	25	33	33
Rv3162c	5	3	2	5	5
Rv3163c	15	7	8	15	15
Rv3164c	9	5	4	9	9
Rv3165c	7	3	4	7	7
Rv3166c	14	6	8	14	14
Rv3167c	13	2	11	13	13
Rv3168	21	3	18	21	21
Rv3169	21	7	14	21	21
Rv3170	18	8	10	18	18
Rv3171c	17	3	14	17	17
Rv3172c	8	1	7	8	8
Rv3173c	12	3	9	12	12
Rv3174	18	8	10	18	18
Rv3175	23	8	15	22	22
Rv3176c	16	7	9	14	14
Rv3177	13	5	8	13	13
Rv3178	9	3	6	9	9
Rv3178a	6	2	4	6	6
Rv3179	24	11	13	23	23
Rv3180c	10	3	7	9	9
Rv3181c	7	2	5	7	7
Rv3182	8	5	3	8	8
Rv3183	8	3	5	7	6
Rv3188	10	2	8	9	9
Rv3189	11	0	11	11	11
Rv3190c	22	10	12	21	21
Rv3190A	3	0	3	3	3
Rv3192	7	1	6	6	6
Rv3193c	47	28	19	47	47
Rv3194c	7	2	5	7	7
Rv3195	36	8	28	36	35
Rv3196	19	8	11	19	18
Rv3196A	1	0	1	1	1
Rv3197	22	7	15	22	21
Rv3197A	4	2	2	4	4
Rv3198c	37	15	22	37	37
Rv3198A	5	0	5	5	5
Rv3199c	11	5	6	11	11
Rv3200c	20	6	14	20	20
Rv3201c	56	22	34	55	54
Rv3202c	41	15	26	41	40
Rv3202a	4	0	4	4	4
Rv3203	8	1	7	8	8
Rv3204	7	2	5	7	7
Rv3205c	12	5	7	12	12
Rv3206c	17	6	11	17	16
Rv3207c	10	5	5	10	10
Rv3208	11	6	5	11	11
Rv3208A	4	2	2	4	4
Rv3209	7	4	3	7	7
Rv3210c	5	2	3	5	5
Rv3211	28	11	17	28	28
Rv3212	12	6	6	12	12
Rv3213c	12	8	4	12	11
Rv3214	11	2	9	10	9
Rv3215	18	11	7	18	18
Rv3217c	2	1	1	2	2
Rv3218	15	8	7	14	14
Rv3219	3	2	1	3	3
Rv3220c	13	6	7	13	13
Rv3221c	5	2	3	5	5
Rv3221A	4	1	3	4	4
Rv3222c	9	4	5	9	9
Rv3223c	1	0	1	1	1
Rv3224	16	5	11	16	16
Rv3225c	18	3	15	18	18
Rv3226c	8	3	5	8	7
Rv3227	19	9	10	19	19
Rv3228	13	7	6	12	12
Rv3229c	16	5	11	15	14
Rv3230c	12	4	8	12	12
Rv3231c	4	2	2	4	4
Rv3232c	7	2	5	7	7
Rv3234c	12	6	6	10	10
Rv3235	7	0	7	7	7
Rv3236c	21	6	15	21	20
Rv3237c	8	2	6	8	8
Rv3238c	14	6	8	13	13
Rv3239c	58	24	34	58	54
Rv3240c	32	14	18	32	32
Rv3241c	11	5	6	11	11
Rv3242c	9	1	8	9	9
Rv3243c	10	7	3	10	10
Rv3244c	20	11	9	19	19
Rv3245c	13	10	3	12	12
Rv3247c	8	1	7	8	7
Rv3248c	18	9	9	18	18
Rv3249c	9	4	5	9	9
Rv3250c	1	0	1	1	1
Rv3251c	1	1	0	1	1
Rv3252c	19	6	13	19	19
Rv3253c	21	7	14	20	20
Rv3254	19	2	17	18	18
Rv3255c	15	7	8	15	15
Rv3256c	15	8	7	14	14
Rv3257c	16	10	6	15	15
Rv3258c	8	4	4	8	8
Rv3259	2	1	1	2	2
Rv3260c	4	1	3	4	4
Rv3261	19	7	12	19	19
Rv3262	18	6	12	18	18
Rv3263	29	7	22	28	28
Rv3264c	11	5	6	11	11
Rv3265c	5	3	2	5	5
Rv3266c	12	5	7	12	12
Rv3267	16	9	7	16	15
Rv3268	6	1	5	6	6
Rv3269	1	0	1	1	1
Rv3270	29	14	15	29	28
Rv3271c	5	1	4	5	5
Rv3272	19	9	10	19	19
Rv3273	33	18	15	32	31
Rv3274c	13	5	8	13	13
Rv3275c	8	5	3	8	8
Rv3277	5	1	4	5	5
Rv3278c	6	2	4	6	6
Rv3279c	11	3	8	11	11
Rv3280	17	8	9	17	17
Rv3281	2	2	0	2	2
Rv3282	18	5	13	18	18
Rv3283	19	4	15	18	18
Rv3284	8	4	4	8	8
Rv3285	10	8	2	10	10
Rv3286c	6	3	3	6	6
Rv3287c	5	3	2	5	5
Rv3288c	4	0	4	4	4
Rv3289c	9	6	3	9	9
Rv3290c	10	3	7	10	10
Rv3291c	5	0	5	5	5
Rv3292	25	7	18	25	25
Rv3293	25	10	15	25	24
Rv3294c	11	2	9	11	11
Rv3295	12	8	4	12	12
Rv3296	69	37	32	66	66
Rv3297	13	6	7	13	12
Rv3298c	7	4	3	7	7
Rv3299c	53	22	31	53	52
Rv3300c	15	5	10	15	15
Rv3301c	8	0	8	8	8
Rv3302c	16	5	11	16	15
Rv3303c	22	9	13	21	20
Rv3304	2	1	1	2	2
Rv3305c	14	6	8	14	14
Rv3306c	20	3	17	19	18
Rv3307	8	0	8	8	8
Rv3308	28	8	20	28	27
Rv3309c	9	3	6	9	9
Rv3310	14	4	10	14	14
Rv3311	19	3	16	19	19
Rv3312c	12	2	10	11	11
Rv3312b	2	2	0	1	1
Rv3312A	12	6	6	11	11
Rv3313c	7	3	4	7	7
Rv3314c	24	15	9	24	24
Rv3315c	5	1	4	5	5
Rv3316	6	2	4	6	6
Rv3317	9	2	7	9	9
Rv3319	9	4	5	9	8
Rv3320c	11	4	7	11	11
Rv3321c	6	3	3	6	6
Rv3322c	14	3	11	14	13
Rv3323c	6	1	5	6	6
Rv3329	22	7	15	22	21
Rv3330	11	5	6	11	11
Rv3331	21	7	14	20	20
Rv3332	22	12	10	20	20
Rv3333c	18	6	12	18	18
Rv3334	4	0	4	4	4
Rv3335c	15	4	11	14	14
Rv3336c	11	5	6	11	11
Rv3339c	11	3	8	11	11
Rv3340	15	7	8	15	14
Rv3341	14	4	10	14	14
Rv3342	6	2	4	6	6
Rv3359	17	7	10	17	17
Rv3360	4	1	3	4	4
Rv3361c	4	2	2	4	4
Rv3362c	11	5	6	11	11
Rv3363c	10	2	8	10	10
Rv3364c	5	1	4	5	4
Rv3365c	40	12	28	40	40
Rv3366	8	3	5	8	7
Rv3368c	10	4	6	10	10
Rv3369	3	1	2	3	3
Rv3370c	59	24	35	58	58
Rv3371	30	10	20	29	29
Rv3372	14	7	7	14	13
Rv3373	15	2	13	15	15
Rv3375	24	9	15	24	23
Rv3376	14	3	11	14	13
Rv3377c	28	1	27	28	25
Rv3378c	23	6	17	22	22
Rv3379c	34	10	24	34	34
Rv3382c	12	4	8	12	12
Rv3383c	34	11	23	32	31
Rv3384c	5	1	4	5	5
Rv3385c	6	1	5	6	6
Rv3389c	13	3	10	13	12
Rv3390	19	7	12	19	18
Rv3391	14	4	10	14	14
Rv3393	6	2	4	6	6
Rv3394c	13	4	9	13	13
Rv3395c	9	4	5	9	9
Rv3395A	5	2	3	5	5
Rv3396c	17	10	7	17	17
Rv3397c	12	4	8	11	11
Rv3398c	15	6	9	14	14
Rv3399	21	6	15	21	21
Rv3400	6	3	3	6	6
Rv3401	44	10	34	43	43
Rv3402c	21	7	14	21	21
Rv3403c	28	7	21	24	24
Rv3404c	14	8	6	12	12
Rv3405c	7	3	4	7	7
Rv3406	13	4	9	13	13
Rv3407	2	0	2	2	2
Rv3408	3	0	3	3	3
Rv3409c	17	6	11	17	17
Rv3410c	20	12	8	19	19
Rv3411c	21	7	14	21	21
Rv3412	6	1	5	6	6
Rv3413c	9	3	6	9	9
Rv3414c	9	2	7	9	9
Rv3415c	20	7	13	20	20
Rv3416	4	2	2	4	4
Rv3417c	25	11	14	25	25
Rv3418c	1	0	1	1	1
Rv3419c	13	6	7	13	13
Rv3420c	9	5	4	9	8
Rv3421c	17	6	11	17	17
Rv3422c	9	5	4	9	9
Rv3423c	29	10	19	29	29
Rv3424c	1	0	1	1	1
Rv3430a	2	0	2	2	2
Rv3432c	19	9	10	19	19
Rv3433c	13	7	6	13	13
Rv3434c	14	3	11	14	14
Rv3435c	16	6	10	15	14
Rv3436c	34	15	19	34	34
Rv3437	7	1	6	7	7
Rv3438	13	3	10	13	13
Rv3439c	27	9	18	25	25
Rv3440c	6	3	3	6	6
Rv3441c	10	3	7	10	10
Rv3442c	10	4	6	10	10
Rv3443c	13	5	8	13	13
Rv3444c	7	2	5	7	6
Rv3445c	9	1	8	9	9
Rv3446c	25	9	16	25	22
Rv3447c	69	26	43	68	67
Rv3448	25	5	20	25	25
Rv3449	25	8	17	25	24
Rv3450c	40	19	21	40	38
Rv3451	19	6	13	18	18
Rv3452	9	3	6	9	9
Rv3455c	13	6	7	13	13
Rv3456c	13	6	7	13	12
Rv3457c	28	2	26	20	18
Rv3458c	12	7	5	12	12
Rv3459c	6	3	3	6	6
Rv3460c	10	6	4	10	10
Rv3461c	1	0	1	1	1
Rv3462c	3	2	1	3	3
Rv3463	13	2	11	13	12
Rv3464	12	2	10	12	12
Rv3465	10	5	5	10	10
Rv3468c	21	7	14	21	18
Rv3469c	15	4	11	15	15
Rv3470c	29	10	19	29	29
Rv3471c	6	2	4	6	6
Rv3472	6	1	5	5	5
Rv3473c	6	1	5	6	6
Rv3479	26	12	14	26	26
Rv3480c	15	7	8	15	15
Rv3481c	12	5	7	12	12
Rv3482c	15	7	8	14	14
Rv3483c	11	4	7	11	11
Rv3484	18	9	9	18	18
Rv3485c	16	6	10	16	15
Rv3486	5	2	3	5	5
Rv3487c	21	5	16	21	21
Rv3488	2	0	2	2	2
Rv3489	3	1	2	3	3
Rv3490	17	8	9	17	17
Rv3491	13	6	7	13	13
Rv3492c	5	2	3	5	5
Rv3493c	11	5	6	11	11
Rv3494c	26	8	18	26	25
Rv3495c	17	9	8	17	17
Rv3496c	19	7	12	19	19
Rv3497c	11	2	9	11	11
Rv3498c	18	9	9	18	18
Rv3499c	18	7	11	18	18
Rv3500c	12	9	3	12	12
Rv3501c	10	7	3	10	9
Rv3502c	13	6	7	13	13
Rv3503c	2	1	1	2	2
Rv3504	20	10	10	20	20
Rv3505	17	7	10	17	17
Rv3506	39	15	24	39	39
Rv3509c	25	7	18	25	24
Rv3510c	14	3	11	14	14
Rv3516	17	5	12	16	15
Rv3517	18	4	14	18	18
Rv3518c	10	5	5	10	9
Rv3519	10	3	7	10	9
Rv3520c	13	6	7	13	13
Rv3521	23	3	20	23	23
Rv3522	18	9	9	18	18
Rv3523	18	7	11	18	17
Rv3524	25	15	10	25	25
Rv3525c	12	2	10	12	12
Rv3526	12	6	6	12	12
Rv3527	9	2	7	9	9
Rv3528c	17	6	11	17	17
Rv3529c	16	6	10	16	16
Rv3530c	14	5	9	14	13
Rv3531c	24	7	17	24	24
Rv3534c	20	9	11	19	19
Rv3535c	8	3	5	8	8
Rv3536c	14	6	8	14	14
Rv3537	23	12	11	21	21
Rv3538	11	5	6	10	10
Rv3540c	15	10	5	15	15
Rv3541c	7	3	4	7	7
Rv3542c	11	2	9	11	11
Rv3543c	19	10	9	19	19
Rv3544c	16	8	8	15	15
Rv3545c	30	11	19	30	29
Rv3546	16	4	12	16	16
Rv3547	12	4	8	12	12
Rv3548c	9	5	4	9	9
Rv3549c	10	6	4	10	10
Rv3550	11	6	5	10	10
Rv3551	13	8	5	13	13
Rv3552	8	3	5	8	8
Rv3554	29	7	22	29	28
Rv3555c	18	4	14	18	17
Rv3556c	14	8	6	14	14
Rv3557c	11	6	5	11	11
Rv3559c	16	13	3	16	16
Rv3560c	15	5	10	15	15
Rv3561	30	17	13	28	28
Rv3562	19	9	10	19	19
Rv3563	15	9	6	15	15
Rv3564	10	4	6	9	9
Rv3565	20	3	17	19	19
Rv3566c	15	8	7	14	13
Rv3566A	8	2	6	7	7
Rv3567c	8	6	2	7	7
Rv3568c	9	4	5	9	9
Rv3569c	10	4	6	10	10
Rv3570c	10	5	5	10	10
Rv3571	10	6	4	10	10
Rv3572	8	3	5	8	8
Rv3573c	28	13	15	27	27
Rv3574	10	5	5	10	10
Rv3575c	15	8	7	15	14
Rv3576	11	3	8	11	11
Rv3577	10	1	9	10	10
Rv3578	20	7	13	20	20
Rv3579c	19	10	9	19	18
Rv3580c	18	8	10	18	18
Rv3581c	6	3	3	6	6
Rv3582c	11	8	3	11	11
Rv3583c	3	2	1	3	3
Rv3584	5	0	5	5	5
Rv3585	21	14	7	21	21
Rv3586	18	9	9	18	18
Rv3587c	14	8	6	14	14
Rv3588c	3	2	1	3	3
Rv3591c	14	5	9	14	13
Rv3592	9	3	6	9	9
Rv3593	22	9	13	21	20
Rv3594	17	2	15	17	17
Rv3596c	35	18	17	35	34
Rv3597c	5	4	1	5	5
Rv3598c	14	8	6	14	14
Rv3600c	10	4	6	10	9
Rv3601c	10	3	7	10	10
Rv3602c	11	2	9	11	11
Rv3603c	17	2	15	17	17
Rv3604c	24	9	15	24	23
Rv3605c	5	3	2	5	4
Rv3606c	5	2	3	5	5
Rv3607c	8	4	4	8	8
Rv3608c	12	6	6	12	12
Rv3609c	6	4	2	6	6
Rv3610c	28	14	14	28	28
Rv3613c	1	0	1	1	1
Rv3614c	18	6	12	18	18
Rv3615c	6	4	2	6	6
Rv3616c	22	5	17	22	20
Rv3617	9	5	4	9	9
Rv3618	15	4	11	15	15
Rv3619c	1	0	1	1	1
Rv3620c	25	14	11	5	5
Rv3623	21	4	17	20	17
Rv3624c	12	6	6	12	12
Rv3625c	16	3	13	16	16
Rv3626c	16	5	11	16	16
Rv3627c	28	10	18	28	28
Rv3628	10	5	5	10	10
Rv3629c	20	11	9	20	19
Rv3630	19	5	14	19	17
Rv3631	9	7	2	9	9
Rv3632	2	1	1	2	2
Rv3633	18	5	13	18	17
Rv3634c	11	4	7	9	9
Rv3635	26	13	13	26	26
Rv3639c	16	5	11	14	13
Rv3641c	7	4	3	7	7
Rv3642c	4	3	1	4	4
Rv3643	3	2	1	3	3
Rv3644c	18	9	9	17	17
Rv3645	28	12	16	28	27
Rv3646c	40	22	18	40	40
Rv3647c	7	1	6	7	7
Rv3648c	13	6	7	11	10
Rv3649	51	18	33	49	49
Rv3651	3	1	2	3	3
Rv3654c	6	2	4	6	6
Rv3655c	6	4	2	6	6
Rv3656c	3	1	2	3	2
Rv3657c	8	3	5	8	8
Rv3658c	21	6	15	20	20
Rv3659c	20	4	16	20	18
Rv3660c	9	3	6	9	9
Rv3661	11	8	3	11	11
Rv3662c	15	6	9	15	15
Rv3663c	26	11	15	25	24
Rv3664c	12	4	8	12	12
Rv3665c	21	9	12	21	19
Rv3666c	23	8	15	22	22
Rv3667	34	13	21	34	34
Rv3668c	10	4	6	10	10
Rv3669	7	3	4	7	7
Rv3670	16	7	9	15	15
Rv3671c	19	12	7	19	19
Rv3672c	11	5	6	11	11
Rv3673c	7	2	5	7	7
Rv3674c	8	3	5	8	8
Rv3675	10	7	3	10	9
Rv3676	11	4	7	11	10
Rv3677c	15	5	10	15	15
Rv3678c	8	4	4	8	8
Rv3678A	5	2	3	4	4
Rv3679	16	6	10	16	15
Rv3680	11	3	8	11	11
Rv3681c	10	4	6	10	8
Rv3682	42	20	22	42	42
Rv3683	14	7	7	14	14
Rv3684	8	4	4	8	8
Rv3685c	22	10	12	22	22
Rv3686c	4	2	2	4	4
Rv3687c	6	1	5	6	6
Rv3688c	12	4	8	12	12
Rv3689	35	9	26	34	32
Rv3690	6	3	3	5	5
Rv3691	16	6	10	16	15
Rv3692	20	5	15	20	19
Rv3693	19	6	13	19	18
Rv3694c	17	5	12	17	16
Rv3695	14	6	8	14	13
Rv3696c	26	10	16	25	25
Rv3697c	9	2	7	9	9
Rv3697A	3	1	2	3	3
Rv3698	25	10	15	25	25
Rv3699	13	3	10	13	13
Rv3700c	25	10	15	23	23
Rv3701c	19	4	15	19	19
Rv3702c	11	2	9	10	10
Rv3703c	32	10	22	31	29
Rv3704c	21	5	16	21	20
Rv3705c	15	8	7	15	14
Rv3705A	7	1	6	7	7
Rv3706c	4	3	1	4	4
Rv3707c	19	12	7	15	15
Rv3708c	19	8	11	19	19
Rv3709c	14	7	7	14	14
Rv3710	28	11	17	27	24
Rv3711c	20	5	15	20	20
Rv3712	12	5	7	12	11
Rv3713	9	4	5	9	7
Rv3714c	16	4	12	16	16
Rv3715c	6	4	2	6	6
Rv3716c	4	1	3	3	3
Rv3717	13	8	5	13	13
Rv3718c	4	2	2	4	4
Rv3719	24	6	18	24	24
Rv3720	18	10	8	18	18
Rv3721c	22	14	8	21	21
Rv3722c	19	4	15	19	19
Rv3723	17	7	10	17	17
Rv3725	21	7	14	21	21
Rv3726	23	12	11	23	22
Rv3727	39	15	24	38	38
Rv3728	75	24	51	75	72
Rv3729	43	10	33	42	42
Rv3730c	14	6	8	14	13
Rv3731	26	9	17	26	25
Rv3732	15	7	8	15	15
Rv3733c	9	1	8	9	8
Rv3734c	29	11	18	29	29
Rv3735	12	3	9	12	11
Rv3736	18	4	14	18	17
Rv3740c	23	6	17	23	21
Rv3741c	13	5	8	13	13
Rv3742c	9	2	7	9	9
Rv3743c	53	17	36	52	50
Rv3744	7	2	5	7	7
Rv3745c	4	1	3	4	4
Rv3747	2	0	2	2	1
Rv3748	4	2	2	4	4
Rv3749c	4	2	2	4	4
Rv3750c	4	0	4	4	4
Rv3752c	10	4	6	10	9
Rv3753c	5	3	2	5	5
Rv3754	16	7	9	16	16
Rv3755c	9	4	5	9	9
Rv3756c	17	5	12	17	17
Rv3757c	10	7	3	10	10
Rv3758c	13	4	9	13	13
Rv3759c	28	5	23	27	26
Rv3760	4	1	3	4	3
Rv3761c	20	9	11	19	19
Rv3762c	37	17	20	36	35
Rv3763	8	2	6	8	8
Rv3764c	22	8	14	21	20
Rv3765c	16	8	8	15	14
Rv3766	19	2	17	18	17
Rv3770c	13	3	10	13	13
Rv3771c	7	0	7	7	7
Rv3772	19	8	11	19	19
Rv3773c	11	4	7	11	10
Rv3774	13	7	6	13	12
Rv3775	27	8	19	27	26
Rv3776	36	10	26	36	36
Rv3777	14	6	8	13	13
Rv3778c	21	9	12	20	20
Rv3779	34	16	18	34	34
Rv3780	7	2	5	7	7
Rv3781	8	3	5	8	8
Rv3782	10	5	5	10	10
Rv3783	9	0	9	9	9
Rv3784	21	7	14	21	20
Rv3785	15	8	7	15	15
Rv3786c	30	12	18	29	29
Rv3787c	14	2	12	14	14
Rv3788	13	2	11	13	13
Rv3789	5	2	3	5	5
Rv3790	19	10	9	19	18
Rv3791	17	9	8	17	17
Rv3792	36	14	22	35	35
Rv3793	47	19	28	47	47
Rv3794	57	28	29	56	53
